Hurguada								
 27.15         33.717        14            2 								
								
 hy	 p	 Ta	 RH	G_Bh	G_Dh	N	 FF	 DD
5397	1011	32.3	34	0	0	1	4.2	332
5398	1011	31.7	35	0	0	1	4.2	343
5399	1011	31.1	37	0	0	1	4.6	350
5400	1011	30.4	38	0	0	1	5.3	4
5401	1011	30.1	37	0	0	2	6.2	2
5402	1011	29.8	39	0	0	2	7.7	333
5403	1011	29.6	42	0	0	2	8.4	316
5404	1011	29.4	41	0	0	2	8.4	309
5405	1011	29.3	41	0	0	2	8.1	360
5406	1011	29.4	41	0	10	2	9.3	313
5407	1011	30.6	39	93	104	3	8.4	329
5408	1011	32	36	343	83	0	7.5	334
5409	1011	33.4	31	534	113	0	8.4	348
5410	1011	34.7	28	711	119	0	8.7	345
5411	1011	35.9	27	815	140	0	9.8	7
5412	1011	36.8	24	846	161	0	10.7	55
5413	1011	37.5	24	845	154	0	11.3	9
5414	1011	37.9	23	788	133	0	12.1	316
5415	1011	38	23	674	105	0	12.9	40
5416	1011	37.8	26	499	82	0	11.8	314
5417	1011	37.2	27	277	80	0	11.5	2
5418	1011	36.3	29	81	55	0	10.3	343
5419	1011	35.3	32	0	2	0	11	320
5420	1011	34.5	37	0	0	1	9.6	36
5421	1011	33.7	37	0	0	1	8.4	6
5422	1011	32.9	38	0	0	1	7.5	319
5423	1011	32.2	41	0	0	1	6.8	168
5424	1011	31.4	44	0	0	1	6.2	307
5425	1011	30.7	48	0	0	2	4.9	74
5426	1011	30	51	0	0	2	5.8	168
5427	1011	29.6	51	0	0	2	7	44
5428	1011	29.2	53	0	0	2	7.5	0
5429	1011	28.9	53	0	0	2	7	327
5430	1011	29	54	0	10	3	7.5	288
5431	1011	30.1	49	98	102	3	7.9	318
5432	1011	31.4	45	348	79	0	7	355
5433	1011	32.7	42	540	110	0	7.3	1
5434	1011	33.9	35	721	113	0	7	346
5435	1011	35	32	828	131	0	8.4	346
5436	1011	35.8	31	870	147	0	8.7	356
5437	1011	36.4	32	871	138	0	9.1	350
5438	1011	36.7	30	818	116	0	9.6	17
5439	1011	36.8	30	689	96	0	10.7	300
5440	1011	36.6	30	515	73	0	10.7	51
5441	1011	36	30	286	70	0	11.3	119
5442	1011	35.1	31	84	51	0	11.8	287
5443	1011	34.2	36	0	2	0	11.8	354
5444	1011	33.4	42	0	0	1	11.8	322
5445	1011	32.6	43	0	0	1	10.7	33
5446	1011	31.9	45	0	0	1	10	35
5447	1011	31.1	46	0	0	1	9.3	4
5448	1011	30.3	50	0	0	1	8.1	315
5449	1011	29.8	50	0	0	1	7.7	309
5450	1011	29.3	54	0	0	2	8.4	300
5451	1011	29	54	0	0	2	10	72
5452	1011	28.7	57	0	0	2	9.6	343
5453	1011	28.5	56	0	0	2	8.7	72
5454	1011	28.6	55	0	10	2	8.7	300
5455	1011	29.8	47	99	101	2	8.7	206
5456	1011	31.1	42	359	75	0	8.4	29
5457	1011	32.5	42	573	83	0	8.1	224
5458	1011	33.8	38	733	106	0	8.7	36
5459	1011	34.9	36	846	122	0	8.1	67
5460	1011	35.7	35	892	135	0	8.1	316
5461	1011	36.4	33	887	129	0	8.9	332
5462	1011	36.7	33	827	111	0	9.1	224
5463	1011	36.9	33	705	88	0	9.8	177
5464	1011	36.6	33	513	79	0	9.3	323
5465	1011	36	33	283	76	0	8.4	272
5466	1011	35.1	36	81	52	0	8.4	285
5467	1011	34.1	38	0	2	0	7.7	67
5468	1011	33.5	45	0	0	1	7.7	324
5469	1011	32.9	46	0	0	1	6.8	349
5470	1011	32.3	47	0	0	1	7.5	326
5471	1012	31.7	48	0	0	1	7	6
5472	1012	31	50	0	0	1	7	318
5473	1012	30.7	49	0	0	2	7.9	320
5474	1012	30.3	50	0	0	2	8.1	81
5475	1012	30.1	51	0	0	2	9.6	340
5476	1012	29.9	53	0	0	2	10.7	320
5477	1012	29.7	52	0	0	2	10.3	12
5478	1012	29.8	55	0	9	3	9.8	344
5479	1012	31	53	99	100	3	9.1	358
5480	1012	32.4	51	359	73	0	8.4	349
5481	1012	33.8	47	557	102	0	8.7	346
5482	1012	35.2	42	744	101	0	9.3	319
5483	1012	36.3	38	848	121	0	9.6	323
5484	1012	37.2	34	900	130	0	9.8	350
5485	1012	37.9	32	897	124	0	9.1	327
5486	1012	38.3	29	830	109	0	7.3	308
5487	1012	38.4	31	708	86	0	6.8	332
5488	1012	38.2	33	520	75	0	6.8	360
5489	1012	37.6	36	287	72	0	7	277
5490	1012	36.6	39	82	49	0	6.2	4
5491	1012	35.6	43	0	1	0	4.9	359
5492	1012	35	48	0	0	1	4.8	335
5493	1012	34.3	52	0	0	1	4	320
5494	1012	33.7	53	0	0	1	4.2	323
5495	1012	33	56	0	0	1	3.5	332
5496	1012	32.4	55	0	0	2	2.7	352
5497	1012	31.9	54	0	0	2	3.2	329
5498	1012	31.4	53	0	0	2	3.5	305
5499	1012	31.2	55	0	0	2	4	328
5500	1012	30.9	54	0	0	2	3	317
5501	1012	30.7	52	0	0	3	2.4	340
5502	1012	30.8	49	0	10	3	2.7	336
5503	1012	32	50	104	99	3	2.4	357
5504	1012	33.3	45	371	68	0	3.7	1
5505	1012	34.7	43	584	77	0	4.2	342
5506	1012	36	38	741	101	0	4.2	353
5507	1012	37.1	37	845	121	0	4	325
5508	1012	38	34	889	135	0	3.7	335
5509	1012	38.6	31	881	130	0	4.8	345
5510	1012	39	30	815	115	0	4.9	282
5511	1012	39.1	30	693	91	0	6	330
5512	1012	38.8	29	493	88	0	5.8	355
5513	1012	38.2	32	291	59	0	4.8	10
5514	1012	37.3	34	84	42	0	5.1	318
5515	1012	36.3	36	0	1	0	5.1	335
5516	1012	35.6	40	0	0	1	5.1	324
5517	1012	34.9	41	0	0	1	4.2	324
5518	1012	34.2	43	0	0	1	3.7	2
5519	1012	33.5	42	0	0	1	4.2	353
5520	1012	32.8	43	0	0	1	4.6	324
5521	1012	32.3	45	0	0	2	5.1	73
5522	1012	31.8	45	0	0	2	5.1	269
5523	1012	31.5	48	0	0	2	5.5	139
5524	1012	31.2	49	0	0	2	6.7	315
5525	1012	31	47	0	0	2	6	316
5526	1012	31.1	45	0	9	3	5.3	304
5527	1012	32.3	41	98	100	3	5.5	335
5528	1012	33.6	37	358	72	0	6.2	313
5529	1012	35	34	573	82	0	6.4	333
5530	1012	36.3	30	732	105	0	6.8	322
5531	1012	37.4	28	827	130	0	5.8	302
5532	1012	38.2	26	874	142	0	6	301
5533	1012	38.9	24	862	139	0	6.4	302
5534	1012	39.2	25	806	118	0	7.3	319
5535	1012	39.3	25	684	94	0	7.9	305
5536	1012	39.1	24	506	72	0	7.3	322
5537	1012	38.5	24	282	67	0	7.9	298
5538	1012	37.6	26	79	47	0	7.9	298
5539	1012	36.6	26	0	1	0	6.7	310
5540	1012	35.8	28	0	0	1	5.5	318
5541	1012	35.1	28	0	0	1	4.8	335
5542	1012	34.3	29	0	0	1	4	269
5543	1012	33.5	31	0	0	1	3.7	150
5544	1012	32.7	32	0	0	1	2.4	326
5545	1012	32.1	38	0	0	2	3.2	314
5546	1012	31.5	39	0	0	2	3.5	334
5547	1012	31.2	41	0	0	2	4.2	324
5548	1012	30.9	42	0	0	2	4.2	56
5549	1012	30.7	41	0	0	2	3.5	312
5550	1012	30.7	44	0	9	3	4	322
5551	1012	31.9	42	98	99	3	4.4	316
5552	1012	33.2	37	361	71	0	5.5	344
5553	1012	34.6	34	581	77	0	5.5	76
5554	1012	35.8	29	744	99	0	5.5	334
5555	1012	36.9	29	846	120	0	6.4	305
5556	1012	37.8	28	887	134	0	7.3	75
5557	1012	38.4	26	883	127	0	8.1	179
5558	1012	38.7	25	808	116	0	8.7	128
5559	1012	38.8	26	683	93	0	7.9	54
5560	1012	38.6	27	508	69	0	7.7	289
5561	1012	38	28	284	61	0	7.5	328
5562	1012	37.1	28	79	43	0	7.5	329
5563	1012	36.1	30	0	1	0	6.4	330
5564	1012	35.2	34	0	0	1	5.8	322
5565	1012	34.4	39	0	0	1	5.1	318
5566	1012	33.5	41	0	0	1	5.1	305
5567	1012	32.6	41	0	0	1	5.1	309
5568	1012	31.7	43	0	0	1	6.4	326
5569	1012	31.1	42	0	0	2	5.8	305
5570	1012	30.3	45	0	0	2	4.9	307
5571	1012	29.9	46	0	0	2	5.8	334
5572	1012	29.6	46	0	0	2	6.2	321
5573	1011	29.3	46	0	0	2	4.8	301
5574	1011	29.3	50	0	8	2	4.9	327
5575	1011	30.4	47	92	100	3	5.1	312
5576	1011	31.7	44	347	76	0	5.3	330
5577	1011	33	41	556	89	0	6.4	314
5578	1011	34.2	35	720	110	0	6.2	340
5579	1011	35.2	30	821	132	0	7.3	41
5580	1011	36	29	866	144	0	8.1	158
5581	1011	36.6	28	854	141	0	9.1	7
5582	1011	37	27	780	129	0	9.6	345
5583	1011	37	27	666	100	0	9.1	334
5584	1011	36.8	28	493	75	0	8.7	331
5585	1011	36.2	30	267	72	0	7.9	334
5586	1011	35.3	33	70	49	0	7.3	341
5587	1011	34.4	37	0	1	0	5.3	317
5588	1011	33.6	43	0	0	1	4.6	347
5589	1011	32.7	44	0	0	1	5.3	3
5590	1011	31.9	49	0	0	1	5.8	342
5591	1011	31	51	0	0	1	6	336
5592	1011	30.2	54	0	0	1	5.1	352
5593	1011	29.6	56	0	0	2	4.9	351
5594	1011	29	57	0	0	2	4.4	332
5595	1011	28.7	54	0	0	2	6	347
5596	1011	28.3	56	0	0	2	4.6	336
5597	1011	28.1	59	0	0	2	3	337
5598	1011	28.1	57	0	8	3	2.4	330
5599	1011	29.2	51	83	101	3	3	4
5600	1011	30.4	47	321	89	0	2.7	314
5601	1011	31.7	43	503	124	0	2.4	324
5602	1011	32.9	34	672	136	0	3	350
5603	1011	33.9	32	766	163	0	3.7	306
5604	1011	34.7	30	801	182	0	4.4	23
5605	1011	35.3	29	788	180	0	4.4	339
5606	1011	35.6	29	718	164	0	5.1	319
5607	1011	35.7	28	621	124	0	5.1	14
5608	1011	35.5	28	439	107	0	5.5	9
5609	1011	34.9	29	238	81	0	5.3	339
5610	1011	34	29	63	45	0	5.5	336
5611	1011	33.1	30	0	0	0	6.8	352
5612	1011	32.4	33	0	0	1	7.9	333
5613	1011	31.7	34	0	0	1	7.9	339
5614	1011	31	38	0	0	1	7.3	346
5615	1011	30.3	40	0	0	1	7.3	330
5616	1011	29.6	40	0	0	1	7.7	342
5617	1011	29.2	41	0	0	2	7.3	343
5618	1011	28.7	43	0	0	2	6.8	348
5619	1011	28.4	42	0	0	2	7.3	23
5620	1011	28.2	42	0	0	2	6.7	8
5621	1011	28	43	0	0	2	6.4	20
5622	1011	28	42	0	8	2	4.9	341
5623	1011	29.2	37	88	100	3	6.2	5
5624	1011	30.5	35	339	78	0	7.3	339
5625	1011	31.8	32	532	109	0	6.2	350
5626	1011	33.1	28	706	116	0	6	351
5627	1011	34.2	26	815	133	0	7	330
5628	1011	35.1	26	853	150	0	7	339
5629	1011	35.7	24	860	136	0	8.4	356
5630	1011	36.1	24	804	114	0	8.1	2
5631	1011	36.2	24	681	90	0	8.1	326
5632	1011	35.9	23	481	86	0	7.9	315
5633	1011	35.3	23	254	78	0	7.9	302
5634	1011	34.4	25	63	49	0	7	329
5635	1011	33.5	28	0	1	0	7	15
5636	1011	32.8	32	0	0	1	6.8	12
5637	1011	32.1	35	0	0	1	7	356
5638	1011	31.5	37	0	0	1	6.2	348
5639	1011	30.8	38	0	0	1	5.8	14
5640	1011	30.2	38	0	0	1	5.1	10
5641	1011	29.7	38	0	0	2	4.4	333
5642	1011	29.2	42	0	0	2	4.4	10
5643	1011	28.9	44	0	0	2	5.3	339
5644	1011	28.6	45	0	0	2	6.2	344
5645	1011	28.4	46	0	0	2	4.2	308
5646	1011	28.5	48	0	8	3	4.8	9
5647	1011	29.6	43	89	99	3	4.4	337
5648	1011	30.9	40	345	75	0	5.5	11
5649	1011	32.3	38	554	88	0	5.8	336
5650	1011	33.5	33	707	115	0	6.7	347
5651	1011	34.6	32	805	138	0	5.8	321
5652	1011	35.5	30	860	145	0	5.5	340
5653	1011	36.1	29	855	137	0	6.4	337
5654	1011	36.4	28	804	113	0	5.5	1
5655	1011	36.5	27	673	92	0	6	15
5656	1011	36.3	28	485	77	0	6.2	360
5657	1011	35.6	30	256	75	0	6.4	222
5658	1011	34.7	33	63	47	0	6.8	179
5659	1011	33.8	35	0	0	0	6	196
5660	1011	33.2	39	0	0	1	6.2	340
5661	1011	32.6	42	0	0	1	5.8	358
5662	1011	32.1	43	0	0	1	5.3	330
5663	1011	31.5	45	0	0	1	6	310
5664	1011	30.9	48	0	0	1	6.2	1
5665	1011	30.5	51	0	0	2	6.2	326
5666	1011	30.2	54	0	0	2	3.7	312
5667	1011	30	52	0	0	2	4.4	343
5668	1011	29.8	54	0	0	2	4.4	304
5669	1011	29.6	55	0	0	3	3.2	336
5670	1011	29.7	58	0	7	3	3.2	331
5671	1011	30.9	57	89	98	3	3	317
5672	1011	32.2	51	347	73	0	2	342
5673	1011	33.6	43	563	83	0	2.7	318
5674	1011	34.9	39	723	106	0	1.7	341
5675	1011	36.1	35	827	126	0	3.2	317
5676	1011	37	33	875	136	0	3.2	347
5677	1011	37.6	30	870	128	0	3	331
5678	1011	38	29	806	111	0	2.7	348
5679	1011	38.2	28	688	85	0	3.5	311
5680	1011	37.9	29	492	77	0	3.5	336
5681	1011	37.3	29	259	72	0	3.2	341
5682	1011	36.4	33	64	45	0	3.7	338
5683	1011	35.4	34	0	0	0	4.8	26
5684	1011	34.7	37	0	0	1	3.2	339
5685	1011	33.9	40	0	0	1	4	341
5686	1011	33.1	44	0	0	1	2.4	340
5687	1011	32.3	45	0	0	1	2.7	346
5688	1011	31.6	47	0	0	2	2	339
5689	1011	30.9	53	0	0	2	1.3	355
5690	1011	30.2	55	0	0	2	2.2	8
5691	1011	29.8	54	0	0	2	2.7	339
5692	1011	29.4	56	0	0	2	2.7	5
5693	1011	29.2	54	0	0	3	1.7	331
5694	1011	29.2	54	0	7	3	2	352
5695	1011	30.2	48	88	98	3	1.7	335
5696	1011	31.5	46	344	74	0	2.2	10
5697	1011	32.8	43	537	104	0	4	7
5698	1011	34	35	720	106	0	3.5	3
5699	1011	35	32	826	126	0	4	315
5700	1011	35.8	28	866	139	0	4.6	341
5701	1011	36.4	27	858	133	0	5.5	333
5702	1011	36.7	27	792	116	0	5.5	331
5703	1011	36.8	27	668	92	0	6	358
5704	1011	36.5	27	469	86	0	6.4	356
5705	1011	35.9	28	256	66	0	5.3	337
5706	1011	35	32	61	43	0	5.1	41
5707	1011	34.1	35	0	0	0	4.8	5
5708	1011	33.4	36	0	0	1	5.3	359
5709	1011	32.8	34	0	0	1	5.5	213
5710	1011	32.2	33	0	0	1	5.1	26
5711	1011	31.5	35	0	0	1	4.4	358
5712	1011	30.9	37	0	0	2	4.9	64
5713	1011	30.5	39	0	0	2	4.9	54
5714	1011	30.1	45	0	0	2	5.3	51
5715	1011	29.9	45	0	0	2	7	205
5716	1011	29.7	46	0	0	2	8.1	354
5717	1011	29.6	44	0	0	3	6.4	332
5718	1011	29.7	40	0	7	3	7	320
5719	1011	30.8	37	87	98	3	7.3	302
5720	1011	32.1	36	345	73	0	6.8	324
5721	1011	33.5	36	542	102	0	7.3	15
5722	1011	34.8	32	725	104	0	7	1
5723	1011	36	31	824	126	0	7.5	324
5724	1011	36.8	30	854	145	0	9.1	343
5725	1011	37.5	27	840	142	0	9.1	300
5726	1011	37.8	27	760	132	0	9.1	325
5727	1011	37.9	27	625	112	0	10	301
5728	1011	37.6	28	453	85	0	10	39
5729	1011	37	28	243	68	0	10.7	134
5730	1011	36.1	31	59	40	0	10.7	334
5731	1011	35.2	32	0	0	0	10	346
5732	1012	34.5	36	0	0	1	9.3	344
5733	1012	33.8	36	0	0	1	10.3	312
5734	1012	33.1	36	0	0	1	9.6	338
5735	1012	32.4	40	0	0	1	10	345
5736	1012	31.7	42	0	0	2	9.8	310
5737	1012	31.2	41	0	0	2	10	2
5738	1012	30.6	46	0	0	2	9.3	236
5739	1012	30.2	49	0	0	2	10.3	314
5740	1012	29.9	51	0	0	3	11.3	215
5741	1012	29.7	51	0	0	3	10	63
5742	1012	29.8	52	0	6	3	9.3	308
5743	1012	30.8	48	86	97	3	8.9	312
5744	1012	32.1	45	342	74	0	7.9	78
5745	1012	33.4	42	557	84	0	8.4	331
5746	1012	34.6	37	718	106	0	9.1	328
5747	1012	35.7	34	821	127	0	10.7	91
5748	1012	36.5	33	851	145	0	10.3	35
5749	1012	37.1	29	831	146	0	9.3	262
5750	1012	37.4	27	754	134	0	9.3	172
5751	1012	37.5	29	624	111	0	9.6	31
5752	1012	37.2	31	439	95	0	8.9	299
5753	1012	36.6	35	231	73	0	8.7	183
5754	1012	35.7	36	54	39	0	8.9	37
5755	1012	34.8	36	0	0	0	7.7	318
5756	1011	34	39	0	0	1	7.9	302
5757	1011	33.3	41	0	0	1	8.4	339
5758	1011	32.5	46	0	0	1	8.4	356
5759	1011	31.7	46	0	0	1	6.7	320
5760	1011	31	47	0	0	2	6.7	297
5761	1011	30.4	49	0	0	2	7.5	320
5762	1011	29.8	58	0	0	2	7.3	313
5763	1011	29.4	56	0	0	2	7	315
5764	1011	29.1	56	0	0	2	6.2	317
5765	1011	28.9	56	0	0	3	4.9	297
5766	1011	28.9	56	0	6	3	5.5	330
5767	1011	29.9	52	79	98	3	5.3	352
5768	1011	31.2	50	324	82	0	4.8	298
5769	1011	32.5	46	531	97	0	6	305
5770	1011	33.6	39	680	126	0	7	333
5771	1011	34.7	35	771	154	0	7.7	170
5772	1011	35.5	31	814	166	0	9.1	340
5773	1011	36	30	804	160	0	8.9	335
5774	1011	36.4	28	741	140	0	9.3	311
5775	1011	36.4	28	605	120	0	8.4	326
5776	1011	36.2	28	426	100	0	7.9	218
5777	1011	35.5	30	224	75	0	8.4	306
5778	1011	34.6	31	50	42	0	8.1	307
5779	1011	33.8	36	0	0	0	8.9	345
5780	1011	33.1	38	0	0	1	7.7	263
5781	1011	32.5	36	0	0	1	6.2	209
5782	1011	31.9	37	0	0	1	5.8	317
5783	1011	31.3	35	0	0	1	5.8	258
5784	1011	30.6	35	0	0	2	6	274
5785	1011	30.3	39	0	0	2	5.8	217
5786	1011	29.8	38	0	0	2	5.5	24
5787	1011	29.6	35	0	0	2	6.4	25
5788	1011	29.4	34	0	0	3	7.5	327
5789	1011	29.2	37	0	0	3	7.3	331
5790	1011	29.3	30	0	6	3	7	324
5791	1011	30.4	29	82	97	3	6.8	346
5792	1011	31.7	27	329	79	0	6.2	334
5793	1011	33	27	527	106	0	6.7	324
5794	1011	34.3	25	695	117	0	6.4	345
5795	1011	35.4	23	797	138	0	5.8	73
5796	1011	36.2	21	844	147	0	6.2	182
5797	1011	36.9	21	833	142	0	6.4	99
5798	1011	37.2	21	764	125	0	6.4	178
5799	1011	37.3	20	639	99	0	6.7	299
5800	1011	37	20	451	86	0	6.7	338
5801	1011	36.4	21	240	63	0	7.3	325
5802	1011	35.5	23	52	40	0	7	295
5803	1011	34.6	24	0	0	0	5.5	317
5804	1011	34	28	0	0	1	4.4	313
5805	1011	33.4	31	0	0	1	4	300
5806	1011	32.9	31	0	0	1	4	335
5807	1011	32.3	33	0	0	1	3.7	330
5808	1011	31.8	33	0	0	2	3.2	331
5809	1011	31.4	35	0	0	2	2.4	320
5810	1011	31	37	0	0	2	3	330
5811	1011	30.8	38	0	0	2	3.5	306
5812	1011	30.6	39	0	0	3	3.7	330
5813	1011	30.4	38	0	0	3	3.5	340
5814	1011	30.5	38	0	6	3	4.4	239
5815	1011	31.6	37	78	98	3	3.7	292
5816	1011	32.9	33	319	83	0	4.9	264
5817	1011	34.2	29	516	111	0	6.8	51
5818	1011	35.5	24	698	115	0	6.7	329
5819	1011	36.7	23	801	135	0	8.4	330
5820	1011	37.6	22	844	146	0	9.8	324
5821	1011	38.2	21	834	140	0	10.7	219
5822	1011	38.6	20	764	123	0	11	304
5823	1011	38.7	20	643	95	0	11	335
5824	1011	38.4	19	459	76	0	11	2
5825	1011	37.8	19	230	72	0	10.7	117
5826	1011	36.9	21	48	43	0	12.6	33
5827	1011	36	22	0	0	0	10.7	273
5828	1011	35.1	24	0	0	1	11	256
5829	1011	34.1	26	0	0	1	11.3	334
5830	1011	33.2	27	0	0	1	11.8	280
5831	1011	32.2	29	0	0	1	10.7	306
5832	1011	31.3	31	0	0	2	10.3	320
5833	1012	30.4	38	0	0	4	11.1	352
5834	1012	29.4	40	0	0	4	10.4	349
5835	1012	28.9	43	0	0	4	10.6	325
5836	1012	28.4	44	0	0	4	9.7	355
5837	1012	28	44	0	0	4	8.7	323
5838	1012	28	41	0	6	4	7.3	324
5839	1012	29.1	39	85	96	4	8.2	1
5840	1012	30.5	37	342	71	0	7.1	8
5841	1012	31.9	31	549	85	0	7.1	347
5842	1012	33.2	27	700	112	0	7.9	331
5843	1012	34.3	26	796	137	0	7.7	347
5844	1012	35.2	27	844	144	0	7.9	3
5845	1012	35.8	25	824	144	0	8.2	12
5846	1012	36.2	26	767	120	0	8.5	1
5847	1012	36.2	27	640	95	0	8.5	13
5848	1012	35.9	29	459	72	0	7.5	360
5849	1012	35.2	30	247	56	4	6.5	348
5850	1012	34.2	32	50	40	4	7.1	347
5851	1012	33.1	34	0	0	4	7.3	358
5852	1012	32.3	40	0	0	4	7.9	15
5853	1012	31.6	41	0	0	4	7.5	4
5854	1012	30.8	43	0	0	4	8.2	26
5855	1012	30	46	0	0	4	7.1	352
5856	1012	29.2	50	0	0	4	6.8	5
5857	1012	28.7	47	0	0	4	5	339
5858	1012	28.3	51	0	0	4	5.7	359
5859	1012	28.1	52	0	0	4	7.3	316
5860	1012	27.8	53	0	0	4	7.7	344
5861	1012	27.7	55	0	0	4	6.5	326
5862	1012	27.7	48	0	5	4	6.8	37
5863	1012	28.9	44	80	96	4	7.3	348
5864	1012	30.4	40	327	77	0	7.1	356
5865	1012	32	35	529	95	0	7.1	343
5866	1012	33.5	31	692	116	0	7.5	345
5867	1012	34.7	26	793	137	0	8.7	348
5868	1012	35.7	25	849	140	0	8.7	340
5869	1011	36.5	27	827	141	0	7.9	340
5870	1011	36.9	26	746	130	0	6.8	358
5871	1011	37	25	628	99	0	8.2	336
5872	1011	36.6	26	449	75	0	8.2	37
5873	1011	35.9	27	239	58	0	7.1	34
5874	1011	34.9	29	46	39	0	7.3	343
5875	1011	33.8	33	0	0	1	7.1	231
5876	1011	33.1	35	0	0	1	7.3	283
5877	1011	32.4	39	0	0	1	6.2	300
5878	1011	31.7	42	0	0	1	6.8	2
5879	1011	30.9	44	0	0	2	5	328
5880	1011	30.2	47	0	0	2	4.5	340
5881	1011	29.7	45	0	0	2	3.9	1
5882	1011	29.1	44	0	0	2	3.3	339
5883	1011	28.8	44	0	0	3	3.6	4
5884	1011	28.4	46	0	0	3	2.9	337
5885	1011	28.2	47	0	0	3	2.5	6
5886	1011	28.2	45	0	5	4	2.3	346
5887	1011	29.4	43	74	97	4	2.1	326
5888	1011	30.8	42	307	87	0	2	1
5889	1011	32.3	41	501	116	0	2.1	333
5890	1011	33.7	36	658	135	0	2.3	5
5891	1011	34.9	33	755	159	0	2.3	356
5892	1011	35.8	35	793	172	0	2.3	350
5893	1011	36.5	33	787	163	0	2.6	348
5894	1011	36.9	30	716	146	0	2.4	356
5895	1011	36.9	31	599	113	0	2.1	348
5896	1011	36.6	32	418	93	0	2.2	4
5897	1011	35.9	33	202	79	0	2	349
5898	1011	34.9	35	41	37	0	1.8	315
5899	1011	33.9	40	0	0	1	1.6	28
5900	1011	33.2	42	0	0	1	1.5	0
5901	1011	32.5	45	0	0	1	1.8	10
5902	1011	31.8	48	0	0	1	1.2	99
5903	1011	31.2	51	0	0	2	0.5	135
5904	1011	30.5	59	0	0	2	0.8	20
5905	1011	30.1	56	0	0	2	1	9
5906	1011	29.6	59	0	0	2	1.8	237
5907	1011	29.3	60	0	0	3	1.9	300
5908	1011	29.1	64	0	0	3	1.6	303
5909	1011	28.9	66	0	0	3	1	16
5910	1011	28.9	70	0	5	3	1.4	35
5911	1011	30.1	67	74	96	4	1.4	314
5912	1011	31.6	62	306	87	0	1.2	340
5913	1011	33.1	53	502	109	0	1.6	342
5914	1011	34.5	47	646	142	0	1.9	339
5915	1011	35.8	40	746	163	0	2.1	31
5916	1011	36.8	37	792	172	0	2.4	341
5917	1011	37.5	35	785	163	0	2.7	43
5918	1011	37.9	34	742	128	0	3.1	46
5919	1011	38	33	621	99	0	3.3	289
5920	1011	37.7	34	426	87	0	3.6	283
5921	1011	36.9	35	149	132	3	3.9	313
5922	1011	35.8	37	0	37	3	3.9	283
5923	1011	35	42	0	0	3	4.4	275
5924	1011	34.2	44	0	0	3	3.8	327
5925	1011	33.4	43	0	0	3	4.1	329
5926	1011	32.6	45	0	0	3	4.1	297
5927	1011	31.8	47	0	0	3	4.2	300
5928	1011	31	50	0	0	3	3.4	310
5929	1011	30.4	56	0	0	3	3.1	265
5930	1011	29.8	53	0	0	3	2.8	183
5931	1011	29.4	55	0	0	4	2.9	269
5932	1011	29.1	60	0	0	4	3.3	234
5933	1011	28.9	60	0	0	4	3.3	196
5934	1011	28.9	59	0	4	4	2.9	146
5935	1011	30	51	69	96	4	2.7	355
5936	1011	31.4	48	294	93	0	3.3	275
5937	1011	32.8	44	478	123	0	3.1	4
5938	1011	34.1	38	606	165	0	4.1	316
5939	1011	35.3	33	693	196	0	3.9	354
5940	1011	36.2	30	740	204	0	4.9	53
5941	1011	36.9	29	747	185	0	5	356
5942	1011	37.2	28	666	173	0	4.9	56
5943	1011	37.3	29	557	134	0	4.7	24
5944	1011	37	30	402	94	0	4.5	351
5945	1011	36.3	29	153	121	2	4.7	349
5946	1011	35.2	29	0	36	2	4.1	337
5947	1011	34.4	32	0	0	2	3.6	41
5948	1011	33.5	35	0	0	2	2.9	28
5949	1011	32.7	35	0	0	2	2.9	352
5950	1011	31.8	37	0	0	2	3.3	5
5951	1011	30.9	38	0	0	3	3.8	355
5952	1011	30.1	40	0	0	3	3.8	297
5953	1011	29.4	46	0	0	3	2.9	27
5954	1011	28.7	43	0	0	3	3.6	6
5955	1011	28.3	44	0	0	3	3.6	333
5956	1011	27.9	43	0	0	3	3.1	3
5957	1011	27.7	44	0	0	3	3.4	331
5958	1011	27.7	44	0	5	3	2.9	3
5959	1011	28.8	41	73	95	4	2.7	339
5960	1011	30.2	38	320	78	0	2.8	26
5961	1011	31.6	34	510	109	0	3.1	8
5962	1011	33	33	684	117	0	3.1	353
5963	1011	34.2	28	788	136	0	3.8	346
5964	1011	35.1	28	823	150	0	4.2	337
5965	1011	35.8	26	815	142	0	4.2	13
5966	1011	36.1	27	721	137	0	4.4	53
5967	1011	36.2	27	594	110	0	4.2	158
5968	1011	35.8	27	420	82	0	4.7	269
5969	1011	35.1	29	160	116	1	4.5	355
5970	1011	34	31	0	35	1	4.2	346
5971	1011	33.1	37	0	0	1	3.9	347
5972	1011	32.2	44	0	0	2	3.9	10
5973	1011	31.3	43	0	0	2	3.8	21
5974	1011	30.4	46	0	0	2	2.4	359
5975	1011	29.5	45	0	0	2	2.5	317
5976	1011	28.6	46	0	0	2	2.9	4
5977	1011	27.9	45	0	0	3	3.3	35
5978	1011	27.2	48	0	0	3	3.8	300
5979	1011	26.8	48	0	0	3	3.6	348
5980	1011	26.4	51	0	0	3	3.9	344
5981	1011	26.1	52	0	0	3	3.6	28
5982	1011	26.1	56	0	4	4	4.2	336
5983	1011	27.2	54	76	94	4	4.5	360
5984	1011	28.6	49	327	74	0	4.1	329
5985	1011	30	40	538	86	0	6	330
5986	1011	31.3	35	687	114	0	6	327
5987	1011	32.5	32	793	132	0	6.8	329
